Date,Open,High,Low,Close,Volume,SMA20,SMA50,Signal,Crossover,EMA20,RSI,Daily Return,Month,Dollar Volume,Dollar Volume (M)
2024-09-25 04:00:00+00:00,193.75,193.9499969482422,192.16000366210935,192.52999877929688,26391100,182.66400070190429,178.86660064697264,1,0.0,185.12362291037923,64.28333681779861,-0.007372694808574054,2024-09,5081078450.784302,5081.078450784302
2024-09-26 04:00:00+00:00,194.30999755859372,194.52999877929688,189.5399932861328,191.16000366210935,36334900,183.68200073242187,178.9312008666992,1,0.0,185.6985163153059,61.573954925568195,-0.007115748848874226,2024-09,6945779617.062377,6945.779617062377
2024-09-27 04:00:00+00:00,190.67999267578125,190.8999938964844,187.33999633789065,187.97000122070312,36002300,184.47450103759766,179.01560089111328,1,0.0,185.91484821105803,55.688328731691094,-0.016687603998192024,2024-09,6767352374.94812,6767.35237494812
2024-09-30 04:00:00+00:00,187.13999938964844,188.4900054931641,184.6499938964844,186.3300018310547,41583900,184.8660011291504,179.07960083007814,1,0.0,185.9543866510577,52.88934013311775,-0.008724793206352333,2024-09,7748328163.142395,7748.328163142395
2024-10-01 04:00:00+00:00,184.8999938964844,186.19000244140625,183.4499969482422,185.1300048828125,36044900,185.31000137329102,179.13120086669923,1,0.0,185.87587410170102,50.87442125768706,-0.006440170323887107,2024-10,6672992513.000488,6672.9925130004885
2024-10-02 04:00:00+00:00,184.44000244140625,186.6000061035156,184.0399932861328,184.75999450683597,23704100,185.8815010070801,179.09820068359375,1,0.0,185.769599854571,50.23887413116328,-0.0019986515757440815,2024-10,4379569385.789491,4379.56938578949
2024-10-03 04:00:00+00:00,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,30204300,186.08500137329102,179.12080078125,1,0.0,185.40678146021827,45.59682435597245,-0.015154729791167942,2024-10,5495974630.787659,5495.9746307876585
2024-10-04 04:00:00+00:00,185.75,187.6000061035156,183.6000061035156,186.50999450683597,40890300,186.84100112915038,179.2540005493164,1,0.0,185.51184936941993,53.1693215528932,0.02500542770436165,2024-10,7626449628.3828745,7626.449628382875
2024-10-07 04:00:00+00:00,182.9499969482422,183.6000061035156,180.25,180.8000030517578,42364200,187.11100158691406,179.22000061035158,1,0.0,185.06310210107117,44.750967137683176,-0.03061493551686778,2024-10,7659447489.285278,7659.447489285279
2024-10-08 04:00:00+00:00,181.9199981689453,183.08999633789065,180.9199981689453,182.72000122070312,26372100,187.26950149536134,179.2104006958008,1,0.0,184.8399496362742,47.746874624409536,0.010619458719785868,2024-10,4818710144.192505,4818.710144192505
2024-10-09 04:00:00+00:00,182.82000732421875,185.8500061035156,182.0500030517578,185.1699981689453,26343100,187.30200119018554,179.27960052490235,1,0.0,184.87138282986194,51.37057487492016,0.013408477078997505,2024-10,4877951778.764343,4877.9517787643435
2024-10-10 04:00:00+00:00,187.1300048828125,188.1300048828125,185.8300018310547,186.6499938964844,27785000,187.28450088500978,179.27300048828124,1,0.0,185.04077436001646,53.46977918557327,0.007992632403596822,2024-10,5186070080.413819,5186.07008041382
2024-10-11 04:00:00+00:00,186.6300048828125,189.92999267578125,186.3000030517578,188.82000732421875,25751600,187.4010009765625,179.36800048828124,1,0.0,185.4007013089881,56.438984392318716,0.011626110360002606,2024-10,4862417300.610352,4862.417300610352
2024-10-14 04:00:00+00:00,189.77999877929688,189.8300018310547,187.3600006103516,187.5399932861328,22614400,187.53350067138672,179.76080047607422,1,0.0,185.6044434020495,54.240293752166764,-0.006779016992029097,2024-10,4241104424.169922,4241.104424169922
2024-10-15 04:00:00+00:00,187.6300048828125,188.41000366210935,184.5800018310547,187.69000244140625,32178900,187.5740005493164,180.29420043945314,1,0.0,185.80306807246444,54.46417917789541,0.0007998782160802964,2024-10,6039657819.561768,6039.657819561768
2024-10-16 04:00:00+00:00,187.0500030517578,187.77999877929688,185.6100006103516,186.88999938964844,23456800,187.59700088500978,180.79340057373048,1,0.0,185.90658534076766,52.97558299255603,-0.004262363692000948,2024-10,4383841337.683105,4383.841337683106
2024-10-17 04:00:00+00:00,188.22000122070312,188.94000244140625,186.0,187.52999877929688,25039400,187.48000106811523,181.2886004638672,1,0.0,186.06119614443713,54.05740073721099,0.0034244710350397334,2024-10,4695638651.434326,4695.638651434326
2024-10-18 04:00:00+00:00,187.1499938964844,190.7400054931641,186.27999877929688,188.9900054931641,37417700,187.34950103759766,181.75240051269532,1,0.0,186.34013036812541,56.515102108547524,0.007785456851548744,2024-10,7071571328.541566,7071.571328541566
2024-10-21 04:00:00+00:00,188.0500030517578,189.4600067138672,186.3999938964844,189.07000732421875,24639400,187.10900115966797,182.19500061035157,1,0.0,186.6001186496581,56.65194207280903,0.00042331249658356107,2024-10,4658571538.464355,4658.571538464355
2024-10-22 04:00:00+00:00,188.3500061035156,191.5200042724609,186.97999572753903,189.6999969482422,29650600,186.89600067138673,182.65300048828124,1,0.0,186.89534515428517,57.77868390141949,0.003332044214411578,2024-10,5624718729.51355,5624.71872951355
2024-10-23 04:00:00+00:00,188.8500061035156,189.16000366210935,183.69000244140625,184.7100067138672,31937100,186.50500106811523,182.9426007080078,1,0.0,186.68721768376918,47.29288424806279,-0.026304640562205495,2024-10,5899101955.421448,5899.101955421448
2024-10-24 04:00:00+00:00,185.25,187.1100006103516,183.8600006103516,186.3800048828125,21647400,186.2660011291504,183.26820068359376,1,0.0,186.65795932177332,50.52873098861305,0.009041189476714617,2024-10,4034642517.7001953,4034.642517700195
2024-10-25 04:00:00+00:00,187.8500061035156,190.4499969482422,187.52999877929688,187.8300018310547,29362100,186.25900115966797,183.47300079345703,1,0.0,186.76958241789535,53.214482956299,0.007779788122410869,2024-10,5515083296.763611,5515.083296763611
2024-10-28 04:00:00+00:00,189.57000732421875,190.2100067138672,188.2100067138672,188.38999938964844,27930800,186.36200103759765,183.6996008300781,1,0.0,186.9239078437766,54.247555649216764,0.002981406341556969,2024-10,5261883394.952393,5261.883394952392
2024-10-29 04:00:00+00:00,188.5800018310547,191.4600067138672,187.82000732421875,190.8300018310547,35690200,186.64700088500976,183.95180084228517,1,0.0,187.29591679494592,58.542982379639795,0.012951868195294036,2024-10,6810760931.350708,6810.760931350708
2024-10-30 04:00:00+00:00,194.6999969482422,195.6100006103516,192.4199981689453,192.72999572753903,37707600,187.0455009460449,184.22880065917968,1,0.0,187.81344812185955,61.56866979577736,0.009956473710912794,2024-10,7267385586.895751,7267.385586895751
2024-10-31 04:00:00+00:00,190.50999450683597,190.6000061035156,185.22999572753903,186.3999938964844,75146800,187.2675003051758,184.35460052490234,1,0.0,187.67883343372858,48.79215700876961,-0.032843885079535395,2024-10,14007363061.340334,14007.363061340335
2024-11-01 04:00:00+00:00,199.0,200.5,197.0200042724609,197.92999267578125,99687800,187.83850021362304,184.7906002807617,1,0.0,188.65513431392407,63.60659941955806,0.06185621865256041,2024-11,19731205523.864746,19731.205523864744
2024-11-04 05:00:00+00:00,196.4499969482422,197.3300018310547,194.30999755859372,195.77999877929688,38492100,188.5875,185.165400390625,1,0.0,189.33369283443577,60.11424072784058,-0.01086239567545566,2024-11,7535983291.012573,7535.983291012573
2024-11-05 05:00:00+00:00,196.0399932861328,199.82000732421875,195.9900054931641,199.5,30564800,189.42649993896484,185.645400390625,1,0.0,190.3019125644895,63.816120672978144,0.0190009257528736,2024-11,6097677600.0,6097.6776
2024-11-06 05:00:00+00:00,200.00999450683597,207.5500030517578,199.13999938964844,207.08999633789065,72292200,190.52249984741212,186.32480041503905,1,0.0,191.9007776857658,69.94527307248842,0.03804509442551707,2024-11,14970991433.258059,14970.99143325806
2024-11-07 05:00:00+00:00,207.44000244140625,212.25,207.19000244140625,210.0500030517578,52878400,191.69250030517577,187.10980041503908,1,0.0,193.62927533966982,71.94139550069843,0.01429333510169939,2024-11,11107108081.37207,11107.108081372071
2024-11-08 05:00:00+00:00,209.72000122070312,209.9600067138672,207.44000244140625,208.17999267578125,36075800,192.6604995727539,187.83100036621093,1,0.0,195.01505794310899,68.83114488428983,-0.008902691496347037,2024-11,7510259779.772949,7510.2597797729495
2024-11-11 05:00:00+00:00,208.5,209.6499938964844,205.58999633789065,206.83999633789065,35456000,193.6254997253418,188.39780029296875,1,0.0,196.1412425521358,66.60889429547399,-0.006436720074140423,2024-11,7333718910.156251,7333.718910156251
2024-11-12 05:00:00+00:00,208.3699951171875,209.5399932861328,206.00999450683597,208.91000366210935,38942900,194.68649978637694,189.05100036621093,1,0.0,197.35731503879992,68.3109367624384,0.01000777103494599,2024-11,8135561381.613158,8135.561381613158
2024-11-13 05:00:00+00:00,209.3999938964844,215.08999633789065,209.13999938964844,214.1000061035156,46212900,196.0470001220703,189.86640045166016,1,0.0,198.95185704496333,72.1447194484855,0.024843245179395845,2024-11,9894182172.061155,9894.182172061155
2024-11-14 05:00:00+00:00,214.16000366210935,215.8999938964844,210.8800048828125,211.47999572753903,42620300,197.24449996948243,190.53820037841797,1,0.0,200.14501310997056,67.69247870141353,-0.012237320417028852,2024-11,9013340861.906431,9013.34086190643
2024-11-15 05:00:00+00:00,206.75999450683597,207.33999633789065,199.6100006103516,202.6100006103516,86591100,197.9254997253418,191.16260040283203,1,0.0,200.37977382429258,55.2592451413433,-0.04194247823144048,2024-11,17544222823.851017,17544.222823851018
2024-11-18 05:00:00+00:00,204.1499938964844,204.6699981689453,200.9499969482422,201.6999969482422,36512500,198.55699920654297,191.68860046386717,1,0.0,200.50550935990685,54.160168136372064,-0.004491405455644193,2024-11,7364571138.572693,7364.571138572693
2024-11-19 05:00:00+00:00,199.3300018310547,205.3000030517578,198.77999877929688,204.6100006103516,31197900,199.30249938964843,192.18980041503906,1,0.0,200.89641328852062,57.09868923831243,0.014427385751801136,2024-11,6383402338.041688,6383.402338041688
